Product_ID,Batch_Number,Production_Date,Shift,Inspector_Name,Defect_Type,Pass_Fail,Dimension (mm),Tolerance (mm),Production_Time (mins),Temperature (°C),Pressure (bar),Machine_ID,Material_Used (kg),Energy_Consumption (kWh),Quality_Score (%),Defect_Rate (%),Compliance_Flag,Machine_Downtime (mins),Scrap_Cost (USD),Inspection_Time (mins),Cycle_Time (s),Line_Number
83355424,BN-2291,26-07-2024,Morning,Cindy Daniel,Discoloration,Fail,188.39,0.58,35,65.12,8.7,MID-2380,12.35,416.74,80.56,0.37,Non-Compliant,16,265.29,11,260,2
67560400,BN-7660,26-07-2024,Night,Brady Combs,No_Defect,Pass,26.71,0.8,41,48.62,9.37,MID-1302,37.31,295.17,80.23,7.22,Compliant,53,416.4,15,150,1
9217324,BN-4335,26-07-2024,Night,Todd Adams,No_Defect,Pass,181.36,0.5,40,42.88,2.95,MID-7200,19.22,467.01,75.18,2.98,Non-Compliant,35,350.73,5,279,3
89583043,BN-2517,26-07-2024,Night,Robert Harris,Size Variation,Fail,90.06,0.22,35,55.79,6.96,MID-4074,12.71,197.65,65.98,6.52,Compliant,35,314.07,14,54,2
90130151,BN-9131,26-07-2024,Morning,Tonya Moran,Size Variation,Fail,113.53,0.41,58,73.91,5.03,MID-3241,18.75,260.78,69.05,0.86,Compliant,55,275.86,6,244,4
93558396,BN-2828,27-07-2024,Morning,Toni Edwards,Other,Pass,107.83,0.64,107,39.53,6.63,MID-8755,25.89,195.05,60.43,3.11,Compliant,41,248.42,2,166,3
58892916,BN-4634,27-07-2024,Morning,Joseph Baker PhD,Other,Pass,53.72,0.41,84,80.74,4.09,MID-3009,5.35,450.08,86.27,1.21,Compliant,33,31.51,9,243,1
8348449,BN-5014,27-07-2024,Night,Joseph Lindsey,No_Defect,Pass,161.27,0.32,117,98.5,9.01,MID-0473,32.77,54.93,86.77,1.33,Compliant,26,336.62,8,121,2
65997369,BN-0416,27-07-2024,Morning,James Smith,Size Variation,Pass,111.95,0.86,51,77.72,5.67,MID-5942,43.61,206.22,77.09,3.87,Non-Compliant,4,337.36,5,300,4
42521211,BN-5715,27-07-2024,Evening,Jared Anderson,No_Defect,Pass,23.58,0.36,16,51.91,9.24,MID-5330,0.33,159.89,74.26,1.3,Non-Compliant,51,36.33,15,230,3
20667122,BN-1338,27-07-2024,Evening,Jesse Sanchez,Crack,Fail,151.2,0.2,96,37.57,6.97,MID-1951,23.45,196.68,67.79,2.86,Non-Compliant,9,249.78,1,86,4
79888950,BN-9781,27-07-2024,Morning,Thomas Kim,No_Defect,Fail,24.35,0.43,118,77.25,1.07,MID-8501,36.39,182.54,98.46,7.28,Compliant,53,366.43,8,154,5
90771545,BN-1599,27-07-2024,Night,Gary Hill,No_Defect,Fail,94.09,0.27,20,96.33,1.29,MID-6545,13.61,162.45,63.17,7.33,Compliant,32,245.4,3,31,3
79192217,BN-6066,27-07-2024,Morning,Elizabeth Porter,Discoloration,Fail,164.89,0.2,86,91.23,5.12,MID-2353,0.4,274.04,76.77,8.45,Non-Compliant,18,243.13,14,61,5
74395811,BN-5655,27-07-2024,Morning,Monique Parrish,Discoloration,Fail,46.65,0.47,54,85.32,4,MID-6273,32.82,326.11,96.48,7.6,Non-Compliant,17,226.8,13,201,5
97040644,BN-1861,27-07-2024,Evening,Timothy Trevino,Discoloration,Fail,78.15,0.52,80,86.23,3.14,MID-3282,8.47,384.05,69.04,4.6,Compliant,42,29.17,2,233,1
77230355,BN-5443,27-07-2024,Evening,Alexander Thomas,Size Variation,Pass,115.19,0.88,15,40.01,4.84,MID-8748,29.68,308.94,78.91,5.77,Non-Compliant,44,414.42,8,172,1
8020604,BN-8851,27-07-2024,Morning,Connie Whitaker,Size Variation,Pass,80.89,0.32,120,66.5,2.08,MID-3782,28.22,350.83,78.7,5.18,Non-Compliant,1,52.84,8,125,5
18481884,BN-4700,27-07-2024,Night,Sarah Stone,Discoloration,Pass,55.53,0.5,116,59.28,2.15,MID-7985,45.48,3.25,91.16,8.06,Compliant,9,163.54,4,31,5
2791517,BN-1892,27-07-2024,Night,Alexis Ortega,No_Defect,Fail,26.12,0.12,32,97.49,7.24,MID-4416,37.85,289.62,77.44,7.99,Non-Compliant,34,118.16,13,61,2
43851362,BN-9700,28-07-2024,Morning,Scott Romero,No_Defect,Fail,17.18,0.84,17,82.3,9.39,MID-1080,32.73,130.33,66.16,9.59,Compliant,35,63.15,6,170,2
90087,BN-0867,28-07-2024,Night,Jennifer Conley,Crack,Fail,29.49,0.43,100,69.66,6.49,MID-2993,8.96,240.58,79.96,9.63,Compliant,32,128.32,6,49,4
78488502,BN-7298,28-07-2024,Night,Andrea Sanders,Discoloration,Fail,23.58,0.3,70,49.18,4,MID-4820,15.16,139.24,65.91,0.14,Compliant,14,330.99,10,194,3
71083674,BN-0104,28-07-2024,Night,Lisa Smith,Discoloration,Fail,127.98,0.46,86,61,3.61,MID-4036,17.83,98.05,73.85,2.14,Non-Compliant,52,359.94,4,198,5
64531939,BN-2484,28-07-2024,Evening,Dr. Bonnie Brown,Crack,Pass,52.44,0.57,113,33.16,6.04,MID-9497,8.58,382.88,88.96,1.44,Compliant,5,470.45,5,204,3
9684652,BN-6261,28-07-2024,Evening,Mandy Garcia,Crack,Fail,31.66,0.77,110,28.4,8.39,MID-0111,35.45,147.79,60.01,9.72,Non-Compliant,25,224.54,14,264,4
74495412,BN-5241,28-07-2024,Night,Debra Brown,Size Variation,Fail,11.02,0.49,42,41.33,4.47,MID-3509,49.12,54.84,91.01,1.3,Non-Compliant,49,314.04,2,185,1
3195956,BN-2824,28-07-2024,Morning,Sophia Collier,Discoloration,Pass,57.42,0.19,24,71.88,7.42,MID-0617,36.58,432.34,87.06,4.95,Non-Compliant,47,141.89,3,111,1
2200774,BN-9563,28-07-2024,Evening,Wesley Watkins,Crack,Fail,34.85,0.39,80,85.2,4.36,MID-7009,37.84,324.2,94.82,4.97,Compliant,45,189.42,13,143,2
70512328,BN-8406,28-07-2024,Night,Adam Owens,No_Defect,Pass,140.8,0.45,67,36.04,9.98,MID-2986,41.69,294.02,60.21,2.76,Non-Compliant,20,169.31,8,182,4
90323409,BN-3399,29-07-2024,Morning,Amy Rodriguez,Crack,Pass,155.92,0.65,83,52.11,7.12,MID-0038,46.23,246.57,84.63,0.57,Compliant,36,94.31,7,211,2
9180994,BN-0345,29-07-2024,Night,Jessica Vasquez,Size Variation,Pass,184.4,0.88,45,61.01,6.14,MID-7386,26.81,315.5,60.24,3.36,Compliant,21,292.67,9,54,1
30083066,BN-3239,29-07-2024,Morning,Tina Barnes,Size Variation,Fail,89.06,0.62,73,23,5.8,MID-9223,30.43,387.87,95.54,3.1,Compliant,30,240.4,10,92,2
75529000,BN-2913,29-07-2024,Morning,Jim Beck,Size Variation,Pass,139.96,0.19,25,96.39,1.82,MID-1605,38.36,84.78,97.99,3.24,Compliant,26,316.25,12,229,3
74386031,BN-8470,29-07-2024,Morning,Amber Coffey,Size Variation,Fail,35.91,0.29,54,87.24,9.69,MID-4252,19.7,411.45,95.52,6.62,Non-Compliant,27,94.2,3,274,2
9854161,BN-4940,29-07-2024,Morning,Stacey Brown,Size Variation,Fail,30.79,0.29,78,30.49,1.98,MID-1908,26.14,215.4,89.96,5.04,Non-Compliant,0,237.65,1,162,1
10498682,BN-3088,30-07-2024,Night,Gregory Smith,No_Defect,Fail,114.07,0.52,28,63.01,6.82,MID-8023,31.91,487.82,90.75,6.71,Non-Compliant,20,23.91,3,248,4
93563987,BN-7128,30-07-2024,Morning,Sandra Brown,Crack,Fail,135.33,0.46,84,39.48,8.73,MID-5197,40.35,218.79,79.1,8.87,Non-Compliant,8,107.81,1,49,4
81466276,BN-9971,30-07-2024,Evening,Joshua Walker,Other,Pass,57.19,0.46,93,65.2,9.02,MID-5390,12.18,498.76,80.81,2.09,Non-Compliant,60,151.97,6,237,3
96646595,BN-7170,30-07-2024,Morning,Kyle Ochoa,Crack,Pass,179.98,0.13,72,80.4,2.89,MID-7024,47.31,179.73,84.64,9.17,Compliant,28,423.38,15,42,3
56045185,BN-2599,30-07-2024,Morning,Mr. Kerry Wright,Crack,Fail,14.71,0.62,85,61.2,9.19,MID-7093,0.93,440.25,76.68,0.68,Non-Compliant,51,164.8,3,259,4
52517099,BN-9973,30-07-2024,Night,Jose Roth,Crack,Fail,117.52,0.57,118,44.86,6.51,MID-3419,38.47,495.79,73.6,5.85,Compliant,56,422.94,5,93,1
52048746,BN-0301,30-07-2024,Evening,Kelly Watts,Discoloration,Fail,127.62,0.91,76,81.67,1.78,MID-2687,14.33,308.64,64.31,4.54,Non-Compliant,39,71.17,14,207,3
289085,BN-6981,30-07-2024,Night,Amy Mccann,Other,Pass,39.72,0.78,107,38.49,9.29,MID-6795,42.97,47.03,89.12,3.66,Non-Compliant,58,21.7,10,254,4
25569995,BN-9901,30-07-2024,Night,Sandra Wilson,Size Variation,Pass,146.49,0.59,52,77.54,8.88,MID-3285,42.37,353.51,66.35,4.01,Compliant,2,328.3,12,43,2
93337311,BN-1144,30-07-2024,Night,Donna Garcia MD,Crack,Pass,104.38,0.57,71,34.35,8.78,MID-4887,25.09,141.62,71.72,9.97,Non-Compliant,47,259.28,8,54,5
25615739,BN-9356,31-07-2024,Morning,John Mcgee,Discoloration,Pass,101.96,0.13,93,29.15,7.57,MID-9162,11.63,148.76,73.2,6.45,Non-Compliant,39,193.34,9,243,1
98426355,BN-5156,31-07-2024,Morning,Adam Bell,Other,Fail,164.81,0.95,96,43.11,5.35,MID-6829,36.52,403.63,83.8,0.59,Compliant,58,20.57,12,88,5
27595237,BN-2381,31-07-2024,Night,Frank Jennings,Discoloration,Pass,112.62,0.42,116,55.68,2.07,MID-6239,19.88,419.26,72.88,3.54,Non-Compliant,52,58.05,15,44,5
82905613,BN-2763,31-07-2024,Morning,Danielle Martin,Discoloration,Fail,71.84,0.98,72,89.93,9.83,MID-8958,22.94,339.13,67.49,3.74,Non-Compliant,30,42.45,12,95,3
57832692,BN-9215,31-07-2024,Morning,Paula Jones,No_Defect,Fail,10.36,0.74,76,90.47,6.27,MID-4974,6.15,492.91,99.94,9.91,Compliant,46,317.41,4,258,5
60489906,BN-9156,31-07-2024,Night,William Gordon,Crack,Fail,39.93,0.17,10,42.45,1.77,MID-4558,9.67,315.28,87.09,7.17,Compliant,19,319.51,3,258,3
68515287,BN-0242,31-07-2024,Night,Barry Boyd,Size Variation,Fail,199.64,0.12,30,82.95,4.14,MID-1740,34.91,373.77,76.45,2.29,Compliant,16,26.36,9,288,3
22161888,BN-2442,31-07-2024,Morning,Margaret Barrett,Discoloration,Fail,117.19,0.9,87,33.78,9.59,MID-7354,39.27,44.05,60.23,1.31,Non-Compliant,32,389.99,5,43,2
91709868,BN-0591,31-07-2024,Morning,Robin Perry,Discoloration,Fail,182.06,0.57,92,41.5,2.21,MID-7802,35.71,176.84,73.46,3.94,Non-Compliant,48,296.85,4,88,1
28635215,BN-8097,31-07-2024,Morning,Garrett Rose,Size Variation,Fail,181.61,0.93,20,87.61,1.13,MID-6787,36.02,228.8,86.24,7.26,Compliant,33,331.59,9,60,4
31288446,BN-0290,31-07-2024,Morning,Beth George,Discoloration,Fail,83.57,0.65,55,84.17,6.43,MID-8964,34.87,495.82,87.39,2.87,Non-Compliant,29,220.06,8,41,1
74936830,BN-1346,01-08-2024,Morning,Mark Miller DDS,Other,Pass,174.23,0.91,97,68.51,1.73,MID-3300,45.2,363.3,88.95,7.77,Compliant,17,405.76,11,297,5
24315999,BN-1750,01-08-2024,Morning,Kevin Horn,Discoloration,Fail,160.49,0.21,59,42.19,7.01,MID-4364,1.64,348.71,99.81,2.91,Compliant,8,304.2,9,254,1
90502521,BN-7822,01-08-2024,Morning,Marcus Whitaker,Size Variation,Pass,98.74,0.41,75,71.77,3.37,MID-7286,40.89,142.06,67.43,9.3,Non-Compliant,7,496.4,2,261,1
31267717,BN-6164,01-08-2024,Evening,Antonio Kent,Size Variation,Fail,51.06,0.93,54,36.56,4.83,MID-9243,27.48,351.33,74.09,3.31,Non-Compliant,50,218.31,13,300,4
56732580,BN-3428,01-08-2024,Evening,Kimberly Day,Size Variation,Pass,129.23,0.34,88,47.53,6.25,MID-3424,19.79,143.6,66.82,0.17,Compliant,4,100.17,13,38,2
92370869,BN-5165,01-08-2024,Morning,Connor Carter,No_Defect,Fail,108.58,0.68,88,56.25,4.18,MID-9313,10.07,359.75,89.63,4.3,Compliant,19,36.38,4,238,4
67192908,BN-9579,01-08-2024,Morning,Joshua Pierce,Size Variation,Pass,48.23,0.96,74,63.61,2.88,MID-5830,8.73,21.45,98.01,1.31,Non-Compliant,53,374.5,1,126,1
26153452,BN-0374,01-08-2024,Evening,Abigail Alexander,No_Defect,Fail,70.86,0.52,40,89.43,2.16,MID-1664,14.13,67.35,74.55,9.56,Non-Compliant,15,162.17,8,263,3
27630839,BN-6579,01-08-2024,Morning,Lori Davis,Other,Pass,51.47,0.3,42,73.29,6.98,MID-8654,21.68,46.35,92.26,6.26,Compliant,56,442.37,10,55,3
79239929,BN-6106,01-08-2024,Morning,Ms. Andrea Lawrence,Other,Fail,22.99,0.46,81,86.62,2.38,MID-0698,34.08,363.6,94.98,5.6,Compliant,27,470.47,11,248,5
17179416,BN-5933,01-08-2024,Night,David Wallace,Crack,Pass,191.62,0.85,62,36.3,5.34,MID-7770,18.26,467.96,99.01,5.61,Non-Compliant,53,231.39,10,81,5
49456141,BN-0370,01-08-2024,Morning,Lisa Wheeler,No_Defect,Pass,190.09,0.45,80,88.73,7.08,MID-0698,27.17,218.63,94.26,6.08,Compliant,16,0.03,4,287,2
50744916,BN-8412,01-08-2024,Morning,Mary Jordan,Discoloration,Fail,147.83,0.89,21,55.61,3.36,MID-4044,24.03,339.8,80.42,5.83,Non-Compliant,23,219.33,1,58,1
53024381,BN-4442,01-08-2024,Evening,Julie Beck,No_Defect,Pass,181.59,0.86,26,37.19,9.97,MID-8531,22.04,45.47,91.29,9.1,Non-Compliant,53,359.18,10,38,5
28333326,BN-5445,02-08-2024,Morning,Rachel Hicks,No_Defect,Pass,194.81,0.29,62,85.74,1.74,MID-1341,36.33,94.54,78.65,2.33,Compliant,54,133.61,1,140,1
4045632,BN-1109,02-08-2024,Evening,Crystal Cooke,Discoloration,Fail,155.42,0.58,107,49.86,8.91,MID-0269,24.43,189.63,92.5,3.03,Compliant,42,392.26,12,273,3
16681774,BN-4545,02-08-2024,Evening,Mrs. Deborah Burns,Discoloration,Pass,196.04,0.63,23,60.88,4.31,MID-7020,20.65,54.89,85.86,4.89,Compliant,14,55.92,10,42,1
21126802,BN-4637,02-08-2024,Night,Michelle Browning,No_Defect,Pass,72.82,0.87,47,55.36,3.34,MID-9437,6.78,156.53,86.91,0.44,Non-Compliant,55,301.86,12,70,4
10595824,BN-5940,02-08-2024,Night,Angel Jones,No_Defect,Fail,79.63,0.33,99,99.26,2.27,MID-6969,45.66,201.88,85.6,8.11,Non-Compliant,37,229.44,14,278,2
66091950,BN-2781,02-08-2024,Morning,Elizabeth Lopez,Size Variation,Fail,70.51,0.72,72,92.86,3.29,MID-7426,31.55,208.12,76.19,2.97,Compliant,0,319.37,12,88,4
19581460,BN-6405,02-08-2024,Night,Jerry Thomas,Size Variation,Pass,54.26,0.64,99,37,5.15,MID-0127,25.09,422.03,61.15,6.19,Non-Compliant,23,207.4,5,151,2
19258416,BN-4628,03-08-2024,Night,Autumn Roach,No_Defect,Fail,136.89,0.49,93,44.48,9.33,MID-3320,23.42,60.1,71.98,0.26,Compliant,31,233.64,2,245,5
22446,BN-2437,03-08-2024,Morning,Steven Williams,No_Defect,Fail,49.2,0.88,81,56.96,1.65,MID-2215,7.14,141.69,91.09,1.17,Non-Compliant,41,224.55,7,58,3
16496866,BN-6547,03-08-2024,Evening,Alexis Peterson,Crack,Fail,88.52,0.33,118,81.26,2.15,MID-1206,24.76,103.44,72.98,2.14,Non-Compliant,42,310.62,1,119,5
27464243,BN-1754,03-08-2024,Night,John Thompson Jr.,Other,Pass,133.37,0.93,88,78.67,9.91,MID-2097,34.85,179.67,61.49,3.63,Compliant,37,199.42,5,258,1
42573913,BN-2070,03-08-2024,Morning,Joshua Choi,Size Variation,Pass,33.79,0.73,65,86.46,9.91,MID-1327,5.93,448.28,93.19,6.01,Compliant,40,282.38,3,114,5
63777,BN-2418,03-08-2024,Evening,Lindsey Rogers,Discoloration,Pass,133.31,0.81,86,49.42,8.55,MID-0023,40.39,295.2,76.86,9.41,Compliant,5,23.66,15,171,3
79977975,BN-1020,04-08-2024,Morning,Nicholas Parker,No_Defect,Pass,49.12,0.17,110,48.16,9.65,MID-4713,37.63,333.71,95.53,0.98,Non-Compliant,4,480.13,11,219,1
99558864,BN-6197,04-08-2024,Morning,Brent Bowen,Size Variation,Pass,34.58,0.75,41,58.67,9.01,MID-7511,12.08,398.89,93.93,4.27,Compliant,26,84.7,5,285,2
3963760,BN-2111,04-08-2024,Morning,Cynthia Reed,No_Defect,Fail,31.17,0.5,92,86.35,6.51,MID-2565,41.32,92.14,95.56,1.58,Compliant,57,17.6,15,53,1
29493647,BN-6043,04-08-2024,Morning,Richard Edwards,Crack,Pass,171.94,0.77,24,47.66,2.21,MID-2651,22.5,270.03,92.66,9.35,Compliant,43,442.86,7,45,5
15464422,BN-3974,04-08-2024,Evening,Melanie Jones,Size Variation,Fail,111.11,0.19,78,24.44,7.22,MID-9825,32.61,124.61,63.64,5.07,Compliant,52,215.39,6,148,5
38084201,BN-0709,04-08-2024,Morning,Gary Collins,Size Variation,Pass,81.59,0.74,50,35.17,5.07,MID-0846,6.35,80.31,93.25,7.8,Compliant,23,33.23,7,218,3
84079558,BN-1316,04-08-2024,Night,Derrick Wilson,Size Variation,Fail,150.33,0.76,13,45.26,5.18,MID-9942,44.47,413.02,93.93,7.74,Non-Compliant,52,164.02,15,102,2
28288442,BN-2401,04-08-2024,Morning,Joseph Cruz,Other,Pass,20.91,0.42,110,36.18,1.12,MID-5001,2.55,157.73,97.34,7.61,Non-Compliant,45,90.31,7,43,5
32542387,BN-6739,04-08-2024,Evening,Heather Mcintosh,Crack,Pass,113.59,0.37,24,34.25,2.57,MID-3960,4.29,146.92,72.75,4.06,Non-Compliant,47,444.65,7,152,2
47682634,BN-4444,04-08-2024,Morning,Marcus Maxwell,No_Defect,Fail,173.21,0.86,46,95.88,4.67,MID-7347,48.71,452.94,88.66,3.35,Non-Compliant,10,297.6,14,276,4
62855631,BN-1168,04-08-2024,Night,Kylie Lee,Discoloration,Pass,90.9,0.11,34,57.23,1.03,MID-1535,14.66,56.16,79.11,7.48,Non-Compliant,46,2.04,5,185,5
11887003,BN-9188,04-08-2024,Morning,Ricardo Chambers,Crack,Fail,164.92,0.58,91,47.65,5.02,MID-1403,8.35,443.36,99.58,2.84,Compliant,36,479.66,6,274,3
21957185,BN-3233,04-08-2024,Evening,Melissa Smith,Crack,Fail,42.37,0.31,69,81.98,4.86,MID-3878,8.19,167.99,68.48,7.53,Non-Compliant,50,368.28,2,213,1
40404523,BN-3830,04-08-2024,Evening,Sophia Morris,Discoloration,Fail,41.56,0.52,16,82.82,8.07,MID-3087,23.64,295.56,95.47,9.81,Compliant,29,340.71,15,294,3
47838321,BN-7342,04-08-2024,Morning,Stephanie Yoder,Crack,Fail,62.37,0.47,88,96.78,2.8,MID-0222,20.61,497.92,61.12,4.6,Non-Compliant,47,441.99,5,193,1
74014996,BN-8419,05-08-2024,Morning,Laura Taylor,Other,Fail,132.42,0.69,19,76.93,6.49,MID-2110,3.32,47.79,99.29,8.19,Non-Compliant,52,6.73,6,96,5
65222072,BN-7969,05-08-2024,Morning,Lori Gray,Crack,Fail,146.1,0.76,23,22.59,6.39,MID-5780,15.95,93.29,68.29,7.75,Non-Compliant,50,67.13,1,297,5
66860983,BN-0583,05-08-2024,Evening,Katie Ruiz,Discoloration,Fail,134.52,0.21,49,77.88,5.51,MID-2528,45.22,320.13,89.99,5.86,Non-Compliant,47,446.69,3,52,2
20270759,BN-3800,05-08-2024,Evening,Austin Carson DDS,Crack,Fail,50.16,0.46,56,95.02,9.74,MID-9241,5.56,322.17,89.21,3.27,Compliant,44,17.32,10,245,5
58971857,BN-1532,05-08-2024,Night,Chad Valdez,Other,Fail,138.25,0.35,82,38.75,9.78,MID-7176,22.41,292.49,71.14,6.72,Compliant,59,133.39,2,223,4
17564199,BN-5831,06-08-2024,Morning,Wesley Mueller,Size Variation,Pass,195.48,0.98,43,88.9,4.78,MID-7898,18.81,298.23,80.79,7.82,Compliant,25,144.11,13,50,5
16873407,BN-9946,06-08-2024,Evening,Jennifer West,No_Defect,Pass,12.06,0.94,102,63.98,6.17,MID-2296,45.39,11.01,88.32,7.38,Compliant,35,214.05,1,185,2
11180241,BN-4934,06-08-2024,Night,Patricia Johnson,No_Defect,Pass,133.26,0.86,15,93.41,9.89,MID-3367,4.68,433.55,73.99,6.84,Compliant,10,196.95,6,34,1
53738820,BN-8613,06-08-2024,Morning,Victoria Russell,No_Defect,Fail,31.8,0.56,78,91.84,8.25,MID-6679,8.29,85.21,93.49,1.59,Non-Compliant,48,9.65,15,226,3
51902209,BN-4290,06-08-2024,Night,Travis Hancock,No_Defect,Fail,35.54,0.94,75,49.87,2.2,MID-9949,1.32,148.08,81.05,9.39,Non-Compliant,25,102.92,8,295,3
73938873,BN-2335,06-08-2024,Morning,Charles Murphy,Crack,Pass,128.89,0.47,26,23.53,6.87,MID-4936,25.23,423.8,81.21,1.17,Non-Compliant,50,180.91,2,186,2
85761445,BN-9985,06-08-2024,Morning,Johnny Bray,Size Variation,Pass,160.76,0.57,86,66.37,4.92,MID-6767,40.84,442.21,68.61,2.3,Compliant,15,373.78,6,87,2
74244850,BN-3292,06-08-2024,Night,James Patrick,Size Variation,Fail,110.69,0.3,43,43.37,8.86,MID-2623,14.57,485.46,92.13,8.63,Compliant,27,442.14,7,143,4
69381478,BN-8111,07-08-2024,Evening,Amy Perez,Size Variation,Fail,116.09,0.12,110,91.56,1.49,MID-4763,6.69,216.94,63.85,9.26,Compliant,24,486.53,12,295,2
50357819,BN-8051,07-08-2024,Evening,Alexandra Mcconnell,Discoloration,Fail,141.88,0.43,34,82.79,8.43,MID-7118,20.28,58.24,82.12,0.37,Compliant,59,466.81,4,150,2
81328482,BN-8703,07-08-2024,Morning,Charles Page,Discoloration,Pass,62.64,0.11,78,60.54,6.13,MID-4746,11.03,434.86,84.15,6.14,Compliant,32,277.35,5,157,1
31361910,BN-5733,07-08-2024,Morning,Omar Lucero,Other,Pass,168.01,0.35,66,52.91,4.57,MID-8109,15.88,190.63,80.64,3.36,Non-Compliant,49,242.13,1,158,4
25887037,BN-9226,08-08-2024,Night,David Kelley,Size Variation,Fail,133.64,0.14,25,22.03,3.26,MID-6210,8.28,78.27,97.47,5.69,Non-Compliant,35,358.6,10,180,4
23385900,BN-3258,08-08-2024,Morning,Kenneth Perez,Size Variation,Pass,42.55,0.46,37,99.03,8.42,MID-7086,2.58,260.68,76.85,8.31,Compliant,50,52.22,10,74,4
77811950,BN-4118,08-08-2024,Evening,Chelsea Allen,Crack,Fail,40.13,0.45,61,85.97,4.14,MID-2816,6.37,278.95,72.78,8.52,Compliant,27,3.86,11,191,4
48762212,BN-4392,08-08-2024,Evening,Juan Horn,Discoloration,Pass,127.97,0.62,79,69.4,6.45,MID-6101,30.52,34.36,99.63,3.86,Compliant,40,50.36,5,79,5
70042764,BN-1082,08-08-2024,Morning,Nicole Barber,Crack,Pass,83.87,0.83,83,39.87,2.55,MID-0852,15.47,394.11,94.5,1.13,Compliant,47,235.45,2,79,3
23889286,BN-0489,08-08-2024,Morning,Destiny Newton,No_Defect,Fail,129.78,0.57,38,33.05,2.84,MID-7304,5.18,463.25,91.06,3.95,Compliant,53,259.29,1,96,4
520829,BN-1426,09-08-2024,Evening,Kathleen Mendoza,Other,Pass,63.1,0.49,74,49.32,5.8,MID-2072,13.63,258.17,95.22,0.24,Compliant,53,286,7,74,4
71365060,BN-8791,09-08-2024,Evening,Courtney Lawrence,No_Defect,Pass,52.59,0.49,19,38.21,7.35,MID-7632,31.97,385.21,79.35,1.95,Non-Compliant,0,472.3,11,245,5
95158044,BN-1334,09-08-2024,Evening,Keith Sanford,Other,Pass,17.39,0.76,93,39.88,8.02,MID-9265,16.49,147.22,65.84,9.03,Non-Compliant,43,364.33,2,151,4
25077957,BN-4108,09-08-2024,Morning,Casey Smith,Size Variation,Fail,186.54,0.27,95,55.43,3.31,MID-9955,42.32,331.67,86.15,7.48,Compliant,4,476.23,3,44,3
85353268,BN-2561,09-08-2024,Morning,Brandon Knapp,Discoloration,Fail,172.53,0.97,100,67.89,2.88,MID-5516,4.2,31.64,78.05,3.3,Compliant,22,10.6,4,219,1
15591685,BN-1551,09-08-2024,Morning,Kaitlin Herring,Crack,Pass,108.82,0.36,77,67.53,1.05,MID-8568,46.89,459.42,72.57,8.53,Compliant,39,116.48,5,246,2
73799641,BN-0871,09-08-2024,Night,Stephanie Barton,Size Variation,Pass,60.71,0.79,99,45.69,7.16,MID-2470,44.28,209.99,89.87,5.77,Non-Compliant,1,157.86,14,249,1
87112696,BN-0488,09-08-2024,Night,Shannon Patel,Crack,Pass,199.53,0.54,109,98.04,5.31,MID-2403,35.34,424.01,86.2,5.77,Compliant,53,291.91,4,121,1
29853564,BN-1926,10-08-2024,Morning,Jacqueline Ellis,Other,Pass,41.67,0.94,81,86.94,6.34,MID-2801,3.47,470.76,63.32,8.3,Non-Compliant,44,217.88,4,99,2
65148280,BN-4862,10-08-2024,Morning,Alexis Vasquez,Crack,Pass,12.68,0.87,54,50.23,1.87,MID-0310,29.05,164.35,87.61,2.05,Non-Compliant,27,92.52,8,153,3
84708458,BN-2259,10-08-2024,Night,Rebecca Walsh,Size Variation,Fail,61.52,0.89,21,45.42,4.8,MID-2745,21.7,499.09,93.04,4.41,Non-Compliant,48,10.76,9,210,2
95056609,BN-6044,10-08-2024,Night,Daniel Huffman,Size Variation,Fail,37.37,0.13,120,85.73,9.75,MID-1166,8.29,497.5,92.02,7.38,Non-Compliant,26,335.08,14,144,2
69890932,BN-9901,10-08-2024,Morning,Amy Hardy,Discoloration,Fail,122.6,0.83,44,99.52,7.11,MID-3355,35.78,206.07,81.16,2.52,Compliant,40,488.03,13,163,4
40488486,BN-9553,10-08-2024,Morning,Reginald Francis,Size Variation,Fail,91.98,0.34,120,43.21,7.3,MID-4917,8.06,493.67,91.17,3.39,Non-Compliant,13,450.25,11,92,2
2209913,BN-2242,10-08-2024,Morning,Corey Lynch,Crack,Fail,33.28,0.24,117,96.91,7.64,MID-1142,11.73,157.45,62.54,2.86,Non-Compliant,7,41.33,12,187,4
91957702,BN-7722,10-08-2024,Evening,Thomas Miles,Crack,Fail,60.8,0.48,31,63.19,2.9,MID-2905,14.73,381.89,96.84,2.51,Non-Compliant,48,283.92,2,164,5
28373544,BN-7667,10-08-2024,Morning,Miguel Atkinson,Other,Pass,62.31,0.19,15,22.39,3.59,MID-7229,46.74,481.91,86.06,2.47,Non-Compliant,49,129.8,7,92,5
94253368,BN-0348,10-08-2024,Morning,Jennifer Ford,Other,Fail,90.4,0.27,13,81.93,4.8,MID-4875,12.79,474.84,71.69,5.16,Non-Compliant,57,295.83,5,142,5
29626472,BN-1485,11-08-2024,Night,Brittany Watts,No_Defect,Fail,65.83,0.3,85,96.79,7.22,MID-6150,27.62,53.69,82.58,2.1,Non-Compliant,19,360.99,15,207,1
38631917,BN-9014,11-08-2024,Evening,Jennifer Turner,No_Defect,Fail,170.5,0.69,93,95.4,8,MID-0804,45.29,5.18,65.19,1.03,Non-Compliant,18,290.16,10,117,4
